University,Course Title,Short Description,Syllabus,Credits
Ryerson,Bayesian Statistic and Machine Learning,"This course will cover modern machine learning techniques from a Bayesian probabilistic perspective. Bayesian probability allows us to model and reason about all types of uncertainty. The result is a powerful, consistent framework for approaching many problems that arise in machine learning, including parameter estimation, model comparison, and decision making. We will begin with a high-level introduction to Bayesian inference, then proceed to cover more-advanced topics.","This course will cover modern machine learning techniques from a Bayesian probabilistic perspective. Bayesian probability allows us to model and reason about all types of uncertainty. The result is a powerful, consistent framework for approaching many problems that arise in machine learning, including parameter estimation, model comparison, and decision making. We will begin with a high-level introduction to Bayesian inference, then proceed to cover more-advanced topics.",1
Ryerson,Research Skills,This course will be an introduction to research preparation with aim to prepare student for MRP work.,"research preparation, experimental design, methods of data collection, exploratory data analysis, and understanding threats to validity of results",0
Ryerson,Deep Learning,"The course aims to present the mathematical, statistical and computational challenges of building stable representations for highdimensional data, such as images, text and data.","The topics include: Convolutional neural networks. Autoencoders, their sparse, denoising variants, and their training. Regularization methods for preventing overfitting. Stacked autoencoders and end-to-end networks. Recurrent and recursive networks. Multimodal approaches. Deep architectures for vision, speech, natural language processing, and reinforcement learning",1
Ryerson,Graph Mining,"This course will cover methods and practical algorithms for exploring and analyzing graphs. We will also cover applications in various domains (e.g., web, social science, computer networks, neuroscience).","ranking, label propagation, clustering and community detection, similarity, and anomaly detection in the graph setting, and tools to handle graph data. ",1
Ryerson,Machine Learning,This course will introduce students to the theory and design of machine learning algorithms using Python. T,"Python Fundamentals, Data Structures, Functions and Functional Programming, Python Libraries, Exploratory Data Analysis, Statistical Inference, Introduction to Machine Learning, Unsupervised Learning, Supervised Learning: Regression, Supervised Learning: Classification, Dimensionality",1
Ryerson,Geospatial Data Analysis,"Spatial analysis is characterized by large data volumes and an increasing number of data sources, as most government and business databases include geographic references. This course provides an introduction to geospatial data representation and integration in Geographic Information Systems (GIS). Students gain hands-on experience mapping and analysing real-world datasets, from open government data and the Census to environmental measurements and geolocated social media","Spatial analysis is characterized by large data volumes and an increasing number of data sources, as most government and business databases include geographic references. This course provides an introduction to geospatial data representation and integration in Geographic Information Systems (GIS). Students gain hands-on experience mapping and analysing real-world datasets, from open government data and the Census to environmental measurements and geolocated social media",1
Ryerson,Optimization Models,This course is intended to give a broad treatment of the subject of practical optimization,"Emphasis will be given to understanding the motivations and scope of various optimization techniques for constrained and unconstrained problems. Linear, nonlinear and combinatorial optimization problems with roughly equal emphasis on model formulation and solution techniques. Modelling emphasis is primarily on deterministic formulation of real world applications. Selected solution techniques for each type of problem will be discussed.",1
Ryerson,Advanced Database Systems,"The topics such as relational database systems, object oriented database systems, web-based database access and web search engines, distributed and multimedia database systems, data mining and data warehouses and their applications will be discussed based on the available time. Regarding to the order of presenting these topics, the relational database and all the issues involved in design and implementation of the advanced relational database system will be discussed first and the rest of the topics will be presented in the following tentative time schedule that is explained below:","Introduction and Database System Architecture (Conceptual, Internal and External schema ) Data modeling and ER model Relational Databases and Normalization Relational Model Query Languages such (RA, QBE, SQL) Object Oriented Database Distributed Database Design, Transaction Processing and concurrency control Web based Database Other topics",1
St. Mary's University,Software Development in Business Environment,"Students study the complete software development process in a business environment, including the system analysis, design, implementation, and testing of software systems. Students will work in teams to develop software systems for business applications using real world methodologies.","Students study the complete software development process in a business environment, including the system analysis, design, implementation, and testing of software systems. Students will work in teams to develop software systems for business applications using real world methodologies.",3
St. Mary's University,Statistic and its application in business,"Emphasis in this course is on developing the conceptual foundations and an in-depth understanding of statistical techniques used in data analytics. Following the descriptive/predictive/prescriptive framework that is commonly imposed on topics in analytics, it emphasizes the analysis and solution of complex business decision problems using computer-based models.","Emphasis in this course is on developing the conceptual foundations and an in-depth understanding of statistical techniques used in data analytics. Following the descriptive/predictive/prescriptive framework that is commonly imposed on topics in analytics, it emphasizes the analysis and solution of complex business decision problems using computer-based models.",3
St. Mary's University,UI/UX Design and Quality Engineering,"Students design, prototype and evaluate user interfaces using a variety of methods.",business analysis; human capabilities; interface technology; interface design methods; interface evaluation; quality assurance and visualization methods for data analytics.,3
St. Mary's University,Managing and Programming Databases,"Students examine the design, implementation, and management of database (db) systems. Students consider the implications of data structures and indexing on performance; query processing algorithms and optimization; and concurrency control. In addition to relational db models. Students study data models intended to manage alternative types of data such as structured text, multimedia data, and unstructured ones in the context of Big Data.","Students examine the design, implementation, and management of database (db) systems. Students consider the implications of data structures and indexing on performance; query processing algorithms and optimization; and concurrency control. In addition to relational db models. Students study data models intended to manage alternative types of data such as structured text, multimedia data, and unstructured ones in the context of Big Data.",3
St. Mary's University,"Web, Mobile, Cloud Applications",Students develop applications that are accessible through the internet on a variety of platforms including cloud environments and mobile devices.,designing and deploying mobile applications; push technology; data structures and memory management; interface design; Scalable Vector Graphics (SVG); cloud computing; and privacy/security.,3
St. Mary's University,Business Intelligence and Data Visualization,"Students use tools and techniques for customer and product profiling using classification and clustering, analysis of demographic information for business decision making, and supply and demand management using predictive models. Professional business intelligence software is used with real-world data sets to effectively analyze statistical patterns for strategic decision making.","Students use tools and techniques for customer and product profiling using classification and clustering, analysis of demographic information for business decision making, and supply and demand management using predictive models. Professional business intelligence software is used with real-world data sets to effectively analyze statistical patterns for strategic decision making.",3
St. Mary's University,Big Data and Information Technology Management,"Students are provided with processes, models, and frameworks to develop organizational IT strategy in the context of big data.","Students focus on leading software and hardware platforms, business software applications and their strategy maps (CRM, ERP, supply chain management, product lifecycle management. Technology adoption, emerging technologies, and diffusion of innovations are covered.",3
St. Mary's University,Data and Text Mining,"With the availability of large databases to store, manage and assimilate data, the new thrust of data mining lies at the intersection of DB systems, artificial intelligence, and algorithms that efficiently analyze data. Highly complex big data techniques present many interesting computational challenges.","pattern recognition, statistics, data analysis, text mining, network analysis, and sentiment analysis, and machine learning for actionable analytics.",3
St. Mary's University,Masters Project: System Functional Analysis,Depending on the nature of the project students may choose a varying degree of balance between data analytics and system development. Students work in teams to develop a system under supervision of a faculty member. The first phase involves system analysis and development of the graphical interface. The course also includes seminars on project management,Depending on the nature of the project students may choose a varying degree of balance between data analytics and system development. Students work in teams to develop a system under supervision of a faculty member. The first phase involves system analysis and development of the graphical interface. The course also includes seminars on project management,3
St. Mary's University,Masters Project: Implementation and Analysis of Results,"This is the second of a two-part series of courses involving implementation of the complete system, testing, and simulated cut-over to production.","This is the second of a two-part series of courses involving implementation of the complete system, testing, and simulated cut-over to production.",3
Trent University,Fundamentals of Modelling,This course will introduce modelling process and basic types of models adopted in natural and social sciences. Models from a range of disciplines will be discussed.,Modelling process and basic types of models Models from the natural and social sciences Floating-point Representation and Model Validation,0
Trent University,Mathematical Aspects of Modelling,"Mathematical approaches to modelling are illustrated, with the emphasis on the methods rather than on the mathematical details. The topics include analytical modelling and computer simulation of dynamic processes, decision making, forecasting, probabilistic analysis, based on case studies from biology, geography, physics, economics, and social sciences. Prerequisite: any university course in mathematics or physics, and working knowledge of a programming language.",Methods of modelling Analytical modelling and computer simulation Forecasting,0
Trent University,Computational Aspects of Modelling,"This course will introduce fundamental principles and concepts in the general area of system modelling and simulation. Topics to be covered include the basics of discrete-event system simulation, mathematical and statistical models, simulation design, experiment design, and analysis of simulation output. Prerequisite: the ability to program in at least one computational language. Excludes AMOD 5810H.",Principles in system modelling and simulations Discrete-event system simulations Simulation design,0
Trent University,Statistical Aspects of Modelling,"Various statistical approaches to modelling are illustrated, with an emphasis on the applications of statistics within the social and natural sciences. The course discusses both univariate and multivariate procedures, with particular attention to the latter (e.g., multiple regression, multi-analysis of variance, exploratory factor analysis, confirmatory factor analysis, and path analysis). Prerequisite: a university course in advanced statistics and some knowledge of SAS, SPSS or an alternative statistical application package.",Statistical approaches to modelling Applications of statistics Univariate and multivariate procedures,0
Trent University,Data Analytics with R,"This course will introduce the student to the statistical programming language R. A wide range of topics will be covered, from data frames and functions to regression and statistical analysis. Emphasis is on visualization and statistical modelling to provide relevant applications for students to graduate research.",R programming language Statistical analysis Visualization techniques,0
Trent University,Data Visualization,"Data visualization is a main step in the analysis of data in a wide range of scientific research areas as well as business applications. We will discuss general approaches and tools, and techniques for the visualization of various types of data, including spatial data, graph data, and time series data.","Tools and techniques for data visualization Univariate and Multivariate visualizations Spatial, graph, and time series data",0
Trent University,High Performance Computing,"High Performance Computing is the use of advanced computer architectures to solve problems which require significant processing power, memory access, or storage. Core topics include advanced computer architectures, programming for shared and distributed memory machines, networking issues, caching, performance evaluation and parallel algorithms. Topics are supplemented with case studies",Advanced computer architectures Programming for shared and distributed memory machines Performance evaluation and parallel algorithms,0
Trent University,Big Data  ,"Big Data applications are pervading more and more aspects of our life, encompassing commercial and scientific uses at increasing rates as we move towards exascale analytics. Examples of Big Data applications include storing and accessing user data in commercial clouds, mining of social data, and analysis of large-scale simulations and experiments such as the Large Hadron Collider. In this course, students from a variety of disciplines will be introduced to the challenges and opportunities in this field, with the goal of providing them with theoretical and hands-on experience in the area of Big Data Analytics.",Challenges and opportunities Cloud-based approaches Software tools,0
Trent University,Data Mining  ,"An introduction to the principles of data mining. Topics to be covered include an overview of existing work in data mining with a special focus on applications in astronomy, sampling mechanisms, the statistical foundations of data mining, the problem of missing data, and outlier detection. We will discuss classification techniques such as Support Vector Machines, Neural Networks, and Decision Trees, as well as clustering techniques including k-means, self-organizing maps, and the Expectation Maximization algorithm. Furthermore, the course includes a practical component using open source software.",Data Types and preprocessing Classification techniques Clustering approaches,0
Trent University,Introduction to Databases ,"This course introduces database systems and their use in the management of large quantities of data. The objectives are to gain an understanding of the information modeling and representation, the essential concepts, principles, techniques, and mechanisms for the design, analysis, use, and implementation of computerized database systems, and to gain experience in implementing and accessing relational databases using MySQL. At the end of this course, a student will be able to understand and apply the fundamental concepts required for the design, use and optimization of database management systems.",Relational Model and Relational Algebra Entity-relationship diagrams Introduction to SQL,0
Simon Fraser,Design and Analysis of Algortithms,"The objective of this course is to expose students to basic techniques in algorithm design and analysis. Topics will include greedy algorithms, dynamic programming, advanced data structures, network flows, randomized algorithms.","Greedy Algorithms, Divide and Conquer, Dynamic Programming, Network Flows, and Linear Programming.",3
Simon Fraser,Machine Learning,"Machine Learning is the study of computer algorithms that improve automatically through experience. Provides students who conduct research in machine learning, or use it in their research, with a grounding in both the theoretical justification for, and practical application of, machine learning algorithms","supervised and unsupervised learning, the graphical model formalism, and algorithms for combining models",3
Simon Fraser,Data Mining,"The student will learn basic concepts and techniques of data mining. Unlike data management required in traditional database applications, data analysis aims to extract useful patterns, trends and knowledge from raw data for decision support. Such information are implicit in the data and must be mined to be useful.",introduction Mining patterns and rules Predictive analytics Clustering analytics Outlier detection Advanced topics,3
Simon Fraser,"Knowledge, Visualization and Communication","Provides a cognitive and computational framework for understanding and designing graphical and visual representations. Investigates several psychological and computational models of diagram processing, and explores diverse interactive graphical systems.","Perception and Cognitive Principles Visual Thinking Visualization in practice: scientific, information and affective Visually Encoding Data Visual Idioms and Visualization Forms Exploratory Data Analysis Multidimensional Visualization Interaction and Navigation Temporal and Spatial dataData Storytelling",3
Simon Fraser,Visualization,"Advanced topics in the field of scientific and information visualization are presented. Topics may include: an introduction to visualization (importance, basic approaches and existing tools), abstract visualization concepts, human perception, visualization methodology, 2D and 3D display and interaction and their use in medical, scientific, and business applications.","Representation of data, data mappings Design thinking Presentation Principles from perception Sketching and Externalization Principles from graphic design Layout and spatial organization Data driven design Personal visualization Task-based design Constructive visualization Applications (e.g., web, text, biology, social data) Biomimicry and alternate aesthetics Physicalization Interaction (e.g., exploration, navigation, transformations, details on demand) Communication, data-driven storytelling, visualization literacy Evaluation methodologies and issues",3
Simon Fraser,Natural Language Processing,"In this course, theoretical and applied issues related to the development of natural language processing systems and specific applications are examined. Investigations into parsing issues, different computational linguistic formalisms, natural language syntax, semantics, and discourse related phenomena will be considered and an actual natural language processor will be developed.","Language modeling Parsing and syntax The EM algorithm Statistical machine translation: alignment, decoding algorithms, syntax Bayesian methods -- sampling methods, variational methods, non-parametric Bayes Global linear models, online learning, randomized/sub-linear algorithms",3
Simon Fraser,Programming for Big Data I & II,"This course is one of two lab courses that are part of the Professional Master’s Program in Big Data in the School of Computing Science. This lab course aims to provide students with the hands-on experience needed for a successful career in Big Data in the information technology industry. Many of the assignments will be completed on massive publically available data sets giving them appropriate experience with cloud computing and the algorithms and software tools needed to master programming for Big Data. Over 13 weeks of lab work and 12 hours per week of lab time, the students will obtain a solid background in programming for Big Data.",Programming Lab Class,6
Western ,Business for Data Scientists,This course aims to develop important business skills that are often not emphasized in the formal education of quantitative financial professionals.,"how businesses work, financial statement analysis, oral and written communications skills, and leadership and people management.",0.5
Western ,Data Consulting,An introduction to the interpersonal techniques of statistical consulting,"Methodologies for data analysis common to many consulting problems and ethics, in the context of the cycle of Problem, Plan, Data, Analysis and Conclusion. A large portion of the course will be conducted in a seminar format with student participation.",0.5
Western ,Databases,"This course introduces student to database management systems. The course discusses how to design a database for a real application. Design of good relational tables is followed by the use of these tables. The standard SQL data manipulation language will be used. Following the logical design phase, we discuss issues of physical storage structures and indexes. Finally, issues of backup and recovery, concurrency control and data distribution will be introduced.","Introduction, ER Diagrams Network Model, Hierarchical Model, Relational Model Physical Data Access Methods --> Hashing Techniques, Indexes Relational Algebra SQL and Setting Up Your Virtual Machines Relational Calculus, QBE, Converting EER Diagrams to the Relational Model MySQL, PHP, JavaScript, HTML, CSS - Assignment 3 Information System Catalog, Database Security, Triggers and Stored Procedures Functional Dependencies and Normalization and Query Optimization Transaction Processing, Concurrency Control, Recovery Techniques",0.5
Western ,Introduction to Data Science,"The objective of this course is to introduce students to data science (DS) techniques, with a focus on application to substantive (i.e. ""applied"") problems. Students will gain experience in identifying which problems can be tackled by DS methods, and learn to identify which specific DS methods are applicable to a problem at hand. During the course, students will gain an in-depth understanding of a particular (substantive problem, DS solution) pair, and present their findings to their peers in the class.","Introduction to Data Science Definitions Components Relationships to Other Fields Data Munging Working with structured data: selecting, filtering, joining, aggregating Web scraping Simple visualizations Sanity checking (Re)-introduction to Statistics Data Summaries Randomness, Sample Spaces and Events, Probability Random Variables, CDF, PMF, PDF Expectation Estimation Sampling Distributions: Law of Large Numbers, Central Limit Theorem, The Bootstrap Inference: Hypothesis testing, P-values, Confidence Intervals Multivariate Statistics: conditional probability, correlation, independence Supervised Machine Learning, Predictive Models Supervised Learning Regression Classification Reinforcement Learning and Sequential Decision Making Evaluation Variance: Test set, cross-validation, bootstrap Bias: Confounding, causal inference Unsupervised Machine Learning, Representations, and Feature Construction Clustering Dimensionality reduction Domain-specific Feature Development Images Sounds Text Visualization",0.5
Western ,Unstructured Data,"The objective of this course is to introduce students to techniques for the management and analysis of unstructured data, with a focus on text data e.g., transaction logs, news text, article abstracts, and microblogs. The course will also provide an overview of unstructured image, audio, and video data. Students will receive hands-on experience with modern distributed data management and analysis infrastructure.","Contrast unstructured data source and management solutions with structured ones Recognize when unstructured data sources can support a data analytics solution Estimate the computation and storage needs for analyzing and storing a given large unstructured data source Use a modern unstructured data management tools, e.g., MongoDB or Hadoop to store and process a large unstructured data source Select, apply and evaluate appropriate analysis methods for unstructured text data Explain how the analysis methods work and explain their results to educated non-experts",0.5
Western ,Statistical Modelling II,In this course we will use the R statistical software package to study both applied and theoretical aspects of different extensions to the linear regression model framework.,"logistic regression, Poisson log-linear models, contingency tables, multinomial regression, mixed effect models, and nonparametric regression. Additional topics may include generalized additive models, trees and neural networks as time allows.",0.5
HEC Montreal,Statistical Modelling,"The objective is to provide students with the basics of statistical inference, as well as statistical tools for data modeling in a regression framework. The theory behind the statistical models will be reviewed with an emphasis on data applications using the software SAS. The course will focus on regression models, including linear models, generalized linear models and models for longitudinal data with random effects and correlation structure. For each of these models, basic inference principles will be reviewed such as hypothesis testing and estimation procedures.",Basic principles in inference and statistical modeling Linear models Generalized linear models Models for longitudinal data and correlated data Introduction to survival analysis,3
HEC Montreal,Algorithms for Optimization and big data analysis,"The course is organized in 4 themes that will cover various aspects of algorithmic for big data, starting from sequential programming and ending with distributed computing. In the first part of the course, the student will learn to analyze an algorithm from the computational complexity and memory requirement. The second theme in the course deals with parallel computing with shared memory. The efficiency of the parallelization and memory safety will be discussed and analysed. In the third theme, the message passing interface (MPI) will be explored, which consists in simultaneous and collaborative parallel computing without shared memory. Finally, the basics of distributed computing, its strength and requirements will be introduced. The choice of the best approach toward the resolution of a problem will depend on the problem and the nature of the data.","Sequential programming, algorithmic analysis. Parallel computing with shared memory (using threads). Synchronous parallel computing without shared memory (MPI). Distributed computing.",3
HEC Montreal,Decision Analysis,This course presents mathematical tools that can serve to analyze and support both tactical and strategical decisions in the presence of uncertainty or when faced to multiple conflicting objectives. Mathematical and numerical techniques will be illustrated using examples from a diverse range of applications of management and a number of case studies. Students will learn to model and analyze a decision problem. They will also be exposed to software that can implement these models.,Probabilistic modeling Monte-Carlo simulation Decision trees Expected utility theory Multiple-criteria analysis Analytical hierarchy process,3
HEC Montreal,Implememtation of Business Optimization Models,"Development of modeling skills from various applications in Logistics and Operations Management, Human Resources Management, Finance or other areas.","Introduction to mathematical modelling Implementation of an optimization model using a dedicated software Linear models Network models Integer linear models and linearization techniques Applications (e.g. location problems, distribution problems, scheduling problems, etc.) Optimization models with multiple objectives Stochastic programming models Dynamic programming models",3
HEC Montreal,Forecasting Methods,"Students will become familiar with the use of key techniques such as smoothing, regression, time series and neural networks. Methods for model evaluation and selection, as well as methods for estimating forecast errors, are also on the program. The R software will be used.","Basic ideas, good and bad practices, evaluation methods Basic tools in forecasting: Naive predictions; ACF, PACF, stationarity, differentiation; Expert opinion Exponential smoothing: Simple, Holt, Holt-Winters, and state-space models; Double seasonal methods Multiple regression: Durbin-Watson test; Linear regression models with ARMA errors Time Series: ARIMA, SARIMA, and ARMAX models Artificial neural networks: Structure and estimationMultivariate time series",3
HEC Montreal,Machine Learning II Deep Learning,"Deep learning has achieved great success in a variety of fields such as speech recognition, image understanding, and natural language understanding. This course aims to introduce the basic techniques of deep learning and recent progress of deep learning on natural language understanding and graph analysis. This course aims to introduce the basic techniques of deep learning including feedforward neural networks, convolutional neural networks, and recurrent neural networks. We will also cover recent progress on deep generative models. Finally, we will introduce how to apply these techniques to natural language understanding and graph analysis.",Machine Learning Basics Feedforward Neural Networks & Optimization Tricks Convolutional Neural Networks Recurrent Neural Networks Deep Learning for Natural Language Understanding Deep Learning for Analyzing graphs/networks Deep Generative Models,3
HEC Montreal,Advanced Statistical Learning,"The theoretical concepts and ideas underlying these methods will be discussed in detail. In addition, recent developments will also be discussed with a view to identifying future research trails. The practical use of these methods will also be treated using examples from several research areas in management. To this end, the language R will be the tool of choice as the most recent methods appear in R.","Regularization and Variable Selection in Regression Models Advanced tree-Based Methods and boosting. Survival Analysis: Parametric, Semi-Parametric and Tree-Based Methods. Uplift Modeling Methods for Correlated Data Prediction Intervals. Other Topics: Stacking, Inference After Model Selection, Multivariate Data.",3
HEC Montreal,Machine Learning I Large Data Analysis and Decision Making,"In this course, we will study machine learning models. In addition to standard models, we will study models for analyzing user behaviour and for decision making. Massive datasets are now common and require scalable analysis tools. Machine learning provides such tools and is widely used for modelling problems across many fields including artificial intelligence, bioinformatics, finance, marketing, education, transportation, and health. In this context, we study how standard machine learning models for supervised (classification, regression) and unsupervised learning (for example, clustering and topic modelling) can be scaled to massive datasets using modern computation techniques (for example, computer clusters). In addition, we will discuss recent models for recommender systems as well as for decision making (including multi-arm bandits and reinforcement learning). Through a course project students will have the opportunity to gain practical experience with the analysis of datasets from their field(s) of interest. A certain level of familiarity with computer programming will be expected.",distributed and parallel computation Supervised learning Non-Supervised learning Reinforcement learning Recommendations Systems Sequential decision making the,3
HEC Montreal,Statistical Learning,"This course introduces basic and some advanced methods in unsupervised learning (e.g. dimensionality reduction, cluster analysis) and supervised learning (e.g. parametric model, trees and random forests, boosting). Examples of applications in management illustrate the use of these methods.","Basics of supervised and unsupervised learning. Dimensionality reduction techniques (principal components and factor analysis). Hierarchical and non-hierarchical cluster analysis. Basics of predictive modeling: Sample division, cross-validation, bootstrap. Parametric models for predictive modeling. Association rules (market basket analysis). Basic recursive partitioning methods: CART, random forest, variable importance, boosting trees.Other topics: Support vector machines, nearest neighbor methods, basic survival analysis, missing data.",3
HEC Montreal,Fundamentals of Optimization,"Knowledge of the basic optimization techniques and of the main commercial software to use them. Regarding exact methods, the basics of linear programming, non linear programming as well as integer programming will be presented always focusing on the difficulties associated to each of these techniques.Identification of the various classes of problems and their categorization in one of the above-mentioned classes. Basic of heuristic and metaheuristics will also be discussed to have a complete view over the available resolution techniques to solve practical problems.",linear programming non-linear programming integer and mixed programming characterization of problems heuristics and metaheuristics,3
HEC Montreal,Comparative Perspective on Business Organisations,"The course ""Comparative Perspectives on Business Organizations"" offers all students pursuing an M.Sc. in Administration an analysis of the foundations of business organizations and of the model of society in which these organizations have flourished.",The emergence of Western modern society Marx' and Smith' perspectives on modern society The economic and social foundations of the firm Individual and collectives foundations of organizations The future of capitalism,3
McGill,Database Systems,"Computer Science (Sci): Database Design: conceptual design of databases (e.g., entity-relationship model), relational data model, functional dependencies. Database Manipulation: relational algebra, SQL, database application programming, triggers, access control. Database Implementation: transactions, concurrency control, recovery, query execution and query optimization.","Computer Science (Sci): Database Design: conceptual design of databases (e.g., entity-relationship model), relational data model, functional dependencies. Database Manipulation: relational algebra, SQL, database application programming, triggers, access control. Database Implementation: transactions, concurrency control, recovery, query execution and query optimization.",3
McGill,Artificial Intelligence,Introduction to search methods. Knowledge representation using logic and probability. Planning and decision making under uncertainty. Introduction to machine learning.,Introduction to search methods. Knowledge representation using logic and probability. Planning and decision making under uncertainty. Introduction to machine learning.,3
McGill,Distributed Systems,"Models and Architectures. Application-oriented communication paradigms (e.g. remote method invocation, group communication). Naming services. Synchronization (e.g. mutual exclusion, concurrency control). Fault-tolerance (e.g. process and replication, agreement protocols). Distributed file systems. Security. Examples of distributed systems (e.g. Web, CORBA). Advanced Topics.","Models and Architectures. Application-oriented communication paradigms (e.g. remote method invocation, group communication). Naming services. Synchronization (e.g. mutual exclusion, concurrency control). Fault-tolerance (e.g. process and replication, agreement protocols). Distributed file systems. Security. Examples of distributed systems (e.g. Web, CORBA). Advanced Topics.",4
McGill,Probabilistic Reasoning and AI,"Belief networks, Utility theory, Markov Decision Processes and Learning Algorithms.","Belief networks, Utility theory, Markov Decision Processes and Learning Algorithms.",3
McGill,Applied Machine Learning,"Selected topics in machine learning and data mining, including clustering, neural networks, support vector machines, decision trees. Methods include feature selection and dimensionality reduction, error estimation and empirical validation, algorithm design and parallelization, and handling of large data sets. Emphasis on good methods and practices for deployment of real systems.","Selected topics in machine learning and data mining, including clustering, neural networks, support vector machines, decision trees. Methods include feature selection and dimensionality reduction, error estimation and empirical validation, algorithm design and parallelization, and handling of large data sets. Emphasis on good methods and practices for deployment of real systems.",4
McGill,Distributed Data Management,"Architecture and examples of distributed information systems (e.g., federated databases, component systems, web databases). Data consistency (consistency models, advanced transaction models, advanced concurrency control, distributed recovery). Data replication and caching. Distribution queries, Schema Integration. Advanced Topics.","Architecture and examples of distributed information systems (e.g., federated databases, component systems, web databases). Data consistency (consistency models, advanced transaction models, advanced concurrency control, distributed recovery). Data replication and caching. Distribution queries, Schema Integration. Advanced Topics.",4
McGill,Machine Learning,"An overview of state-of-the-art algorithms used in machine learning, including theoretical properties and practical applications of these algorithms.","An overview of state-of-the-art algorithms used in machine learning, including theoretical properties and practical applications of these algorithms.",4
McGill,Mining Biological Sequences,Computer Science (Sci): Advanced algorithms for the annotation of biological sequences. Algorithms and heuristics for pair-wise and multiple sequence alignment. Gene-finding with hidden Markov models and variants. Motifs discovery techniques: over representation and phylogenetic footprinting approaches. RNA secondary structure prediction. Detection of repetitive elements. Representation and annotation of protein domains.,Computer Science (Sci): Advanced algorithms for the annotation of biological sequences. Algorithms and heuristics for pair-wise and multiple sequence alignment. Gene-finding with hidden Markov models and variants. Motifs discovery techniques: over representation and phylogenetic footprinting approaches. RNA secondary structure prediction. Detection of repetitive elements. Representation and annotation of protein domains.,4
McGill,Optimization and Optimal Control,"General introduction to optimization methods including steepest descent, conjugate gradient, Newton algorithms. Generalized matrix inverses and the least squared error problem. Introduction to constrained optimality; convexity and duality; interior point methods. Introduction to dynamic optimization; existence theory, relaxed controls, the Pontryagin Maximum Principle. Sufficiency of the Maximum Principle.","General introduction to optimization methods including steepest descent, conjugate gradient, Newton algorithms. Generalized matrix inverses and the least squared error problem. Introduction to constrained optimality; convexity and duality; interior point methods. Introduction to dynamic optimization; existence theory, relaxed controls, the Pontryagin Maximum Principle. Sufficiency of the Maximum Principle.",3
McGill,Deep Learning,"Overview of mathematical background and basics of machine learning, deep feedforward networks, regularization for deep learning, optimization for training deep learning models, convolutional neural networks, recurrent and recursive neural networks, practical considerations,applications of deep learning, recent models and architectures in deep learning.","Overview of mathematical background and basics of machine learning, deep feedforward networks, regularization for deep learning, optimization for training deep learning models, convolutional neural networks, recurrent and recursive neural networks, practical considerations,applications of deep learning, recent models and architectures in deep learning.",4
McGill,Advanced Generalized Linear Models,"Statistical methods for multinomial outcomes, overdispersion, and continuous and categorical correlated data; approaches to inference (estimating equations, likelihood-based methods, semi-parametric methods); analysis of longitudinal data; theoretical content and applications.","Statistical methods for multinomial outcomes, overdispersion, and continuous and categorical correlated data; approaches to inference (estimating equations, likelihood-based methods, semi-parametric methods); analysis of longitudinal data; theoretical content and applications.",4
McGill,Causal Inference in Biostatistics,"Foundations of causal inference in biostatistics. Statistical methods based on potential outcomes; propensity scores, marginal structural models, instrumental variables, structural nested models. Introduction to semiparametric theory.","Foundations of causal inference in biostatistics. Statistical methods based on potential outcomes; propensity scores, marginal structural models, instrumental variables, structural nested models. Introduction to semiparametric theory.",4
McGill,Data Analysis and Report Writing,"Common data-analytic problems. Practical approaches to complex data. Graphical and tabular presentation of results. Writing reports for scientific journals, research collaborators, consulting clients.","Common data-analytic problems. Practical approaches to complex data. Graphical and tabular presentation of results. Writing reports for scientific journals, research collaborators, consulting clients.",4
McGill,Information Retreival,"Theoretical and applied explanation of information retrieval in a variety of digital environments and in relation to both textual and multimedia data: Information retrieval capabilities, information-seeking models, interface design issues, information visualization and information system evaluation criteria.","Theoretical and applied explanation of information retrieval in a variety of digital environments and in relation to both textual and multimedia data: Information retrieval capabilities, information-seeking models, interface design issues, information visualization and information system evaluation criteria.",3
McGill,Data Mining,"Introduction to data mining. Topics include data preprocessing, data warehouse architecture, online analytical processing (OLAP), online analytical mining (OLAM), basic concepts and methods of frequent patterns mining, association rules mining, classification analysis, cluster analysis, and text mining.","Introduction to data mining. Topics include data preprocessing, data warehouse architecture, online analytical processing (OLAP), online analytical mining (OLAM), basic concepts and methods of frequent patterns mining, association rules mining, classification analysis, cluster analysis, and text mining.",3
McGill,Database Design & Developement,"Theoretical and applied principles of relational database design. Includes relational theory, conceptual design, database normalization, relational database management systems, SQL queries and database management.","Theoretical and applied principles of relational database design. Includes relational theory, conceptual design, database normalization, relational database management systems, SQL queries and database management.",3
